Customer_ID,Gender,Age,Country,Tenure_Months,Account_Type,Balance_RM,Products_Count,Has_CreditCard,Has_Loan,Credit_Score,Active_Member,Complaints_Count,Branch_Visits,Region,Salary_Range,Churn_Status,Churn_Month
C02636,Male,60,Singapore,52,Prod 1,3249.25,1,1,1,592,1,0,7,Klang Valley,>10k,1,Sep-2023
C02637,Female,48,Indonesia,65,Prod 1,10366.6,1,0,1,831,0,0,1,Sabah/Sarawak,5k-10k,0,
C02638,Female,49,Singapore,112,Prod 1,68964.72,1,0,0,544,0,0,6,Klang Valley,3k-5k,1,Mar-2024
C02639,Male,39,Indonesia,15,Prod 1,206284.4,1,1,0,675,1,0,7,Sabah/Sarawak,3k-5k,0,
C02640,Female,37,Singapore,70,Prod 1,58560.82,1,0,0,673,1,0,1,Sabah/Sarawak,3k-5k,0,
C02641,Male,48,Malaysia,1,Prod 2,3525.86,2,1,1,648,0,1,7,Johor,>10k,1,Mar-2024
C02642,Female,53,Malaysia,0,Prod 1,10910.73,1,1,1,766,1,0,3,Penang,3k-5k,0,
C02643,Female,23,Singapore,1,Prod 1,44724.28,1,0,0,522,0,0,0,Sabah/Sarawak,5k-10k,1,Nov-2023
C02644,Female,39,Singapore,37,Prod 1,290.69,1,0,0,760,1,0,4,Klang Valley,5k-10k,0,
C02645,Male,25,Malaysia,53,Prod 2,9982.87,2,1,1,614,1,0,1,Klang Valley,>10k,0,
C02646,Male,45,Malaysia,0,Prod 1,118649.16,1,1,0,694,1,0,3,Johor,>10k,0,
C02647,Male,60,Indonesia,29,Prod 1,1207.64,1,0,1,634,1,0,2,Johor,5k-10k,1,Jun-2023
C02648,Male,67,Singapore,2,Prod 2,37434.05,2,1,1,797,1,0,9,Johor,>10k,1,Feb-2024
C02649,Female,76,Malaysia,68,Prod 2,20400.51,2,1,0,560,1,0,4,Johor,5k-10k,0,
C02650,Female,58,Malaysia,65,Prod 1,1502.61,1,0,1,500,0,0,0,Johor,3k-5k,1,Jan-2024
C02651,Male,41,Malaysia,88,Prod 2,19820.77,2,1,0,720,1,0,5,Johor,<3k,0,
C02652,Male,58,Malaysia,52,Prod 1,354.51,1,1,0,664,1,0,4,Sabah/Sarawak,<3k,1,Mar-2024
C02653,Male,46,Malaysia,64,Prod 1,5556.68,1,1,0,684,1,0,2,Penang,3k-5k,0,
C02654,Male,57,Malaysia,16,Prod 2,9897.27,2,1,0,775,1,0,8,Penang,<3k,0,
C02655,Male,41,Singapore,4,Prod 2,5274.57,2,1,0,673,0,0,2,Klang Valley,3k-5k,1,Feb-2024
C02656,Male,31,Malaysia,81,Prod 3,44025.39,3,1,1,622,1,0,2,Klang Valley,3k-5k,0,
C02657,Female,76,Indonesia,62,Prod 1,155045.09,1,1,1,647,1,2,5,Penang,5k-10k,0,
C02658,Male,31,Indonesia,111,Prod 1,16039.34,1,1,1,846,0,0,6,Klang Valley,5k-10k,0,
C02659,Male,55,Malaysia,119,Prod 2,7500.24,2,1,1,682,0,0,3,Sabah/Sarawak,<3k,1,Oct-2023
C02660,Female,21,Singapore,97,Prod 1,43690.88,1,1,0,727,1,0,5,Klang Valley,3k-5k,0,
C02661,Male,22,Malaysia,118,Prod 3,21308.8,3,0,1,570,1,0,5,Sabah/Sarawak,3k-5k,0,
C02662,Female,43,Indonesia,67,Prod 1,28911.1,1,0,1,734,0,0,6,Klang Valley,3k-5k,1,Dec-2023
C02663,Female,42,Malaysia,4,Prod 1,68592.86,1,0,0,610,0,0,4,Johor,5k-10k,1,Dec-2023
C02664,Female,44,Singapore,4,Prod 1,4955.51,1,0,0,475,0,0,3,Penang,>10k,1,Jun-2023
C02665,Male,37,Singapore,91,Prod 1,91220.52,1,1,0,671,1,0,0,Klang Valley,5k-10k,0,
C02666,Male,39,Malaysia,11,Prod 1,92482.27,1,1,0,662,1,0,0,Klang Valley,>10k,0,
C02667,Female,32,Malaysia,3,Prod 1,6330.5,1,1,0,685,0,0,0,Sabah/Sarawak,3k-5k,1,Feb-2024
C02668,Female,42,Singapore,41,Prod 1,91955.74,1,1,0,623,1,1,0,Penang,3k-5k,0,
C02669,Male,56,Singapore,19,Prod 1,30544.18,1,0,0,755,0,0,5,Johor,3k-5k,1,Feb-2023
C02670,Male,29,Malaysia,58,Prod 1,7280.8,1,0,0,680,0,0,4,Sabah/Sarawak,<3k,1,Feb-2023
C02671,Male,45,Singapore,60,Prod 1,33616.04,1,1,0,616,0,0,0,Klang Valley,>10k,0,
C02672,Male,31,Malaysia,72,Prod 1,45946.22,1,1,1,757,1,1,1,Johor,>10k,0,
C02673,Female,35,Singapore,57,Prod 2,56241.84,2,1,0,686,1,0,9,Penang,3k-5k,0,
C02674,Male,57,Malaysia,27,Prod 1,16464.55,1,1,0,664,1,1,1,Klang Valley,>10k,1,Mar-2023
C02675,Male,80,Indonesia,1,Prod 2,5043.62,2,1,1,601,0,1,0,Penang,3k-5k,1,Sep-2023
C02676,Female,22,Malaysia,106,Prod 1,14165.17,1,0,0,847,0,0,1,Sabah/Sarawak,3k-5k,0,
C02677,Male,40,Malaysia,20,Prod 1,17060.71,1,1,0,550,0,0,4,Penang,3k-5k,1,Dec-2023
C02678,Female,67,Malaysia,46,Prod 3,43284.41,3,1,0,614,1,0,1,Klang Valley,5k-10k,1,Mar-2023
C02679,Female,60,Malaysia,54,Prod 1,399.25,1,0,1,614,1,1,6,Penang,<3k,0,
C02680,Male,32,Singapore,19,Prod 1,6172.29,1,1,0,631,0,1,1,Penang,5k-10k,1,May-2023
C02681,Female,69,Malaysia,19,Prod 1,59864.42,1,0,0,709,0,1,10,Klang Valley,5k-10k,1,Feb-2024
C02682,Female,51,Indonesia,14,Prod 1,13724.66,1,0,1,692,1,0,0,Penang,3k-5k,0,
C02683,Male,39,Malaysia,12,Prod 3,37043.32,3,0,0,705,1,0,0,Penang,5k-10k,0,
C02684,Male,31,Malaysia,1,Prod 3,39530.06,3,1,1,641,1,0,1,Klang Valley,5k-10k,0,
C02685,Male,37,Malaysia,114,Prod 4,40401.28,4,1,0,765,0,1,0,Sabah/Sarawak,5k-10k,0,
C02686,Female,56,Malaysia,59,Prod 1,22917.43,1,1,1,572,1,0,1,Klang Valley,>10k,1,Aug-2023
C02687,Female,55,Malaysia,5,Prod 3,2581.86,3,0,1,565,1,0,0,Johor,>10k,0,
C02688,Male,35,Malaysia,59,Prod 1,16305.94,1,1,0,527,1,0,4,Sabah/Sarawak,3k-5k,0,
C02689,Female,68,Malaysia,11,Prod 1,36614.79,1,1,1,605,1,0,6,Klang Valley,<3k,0,
C02690,Male,31,Malaysia,19,Prod 1,5398.18,1,0,1,660,1,1,3,Klang Valley,5k-10k,0,
C02691,Female,37,Singapore,90,Prod 1,10008.01,1,1,0,593,1,1,2,Klang Valley,5k-10k,0,
C02692,Female,54,Singapore,103,Prod 2,4417.36,2,0,1,599,1,0,4,Johor,<3k,1,Jan-2023
C02693,Male,58,Malaysia,75,Prod 1,169636.05,1,1,1,760,1,0,0,Penang,3k-5k,0,
C02694,Female,55,Malaysia,110,Prod 1,36565.26,1,1,0,581,1,1,5,Penang,3k-5k,1,Oct-2023
C02695,Female,51,Indonesia,106,Prod 4,27295.95,4,1,1,618,1,0,2,Penang,5k-10k,0,
C02696,Female,35,Singapore,53,Prod 2,221848.33,2,0,0,687,1,0,3,Penang,>10k,0,
C02697,Male,21,Singapore,107,Prod 1,29222.03,1,0,0,483,1,1,7,Klang Valley,3k-5k,0,
C02698,Female,53,Malaysia,52,Prod 1,6327.52,1,0,0,530,1,0,5,Johor,3k-5k,1,Jan-2024
C02699,Female,35,Singapore,5,Prod 1,28664.12,1,1,0,725,1,0,7,Klang Valley,3k-5k,0,
C02700,Male,55,Singapore,95,Prod 1,8121.68,1,1,0,465,1,0,2,Penang,5k-10k,1,May-2023
C02701,Male,53,Singapore,6,Prod 1,65046.84,1,1,0,502,1,0,2,Klang Valley,3k-5k,1,Jul-2023
C02702,Male,30,Indonesia,19,Prod 2,3503.18,2,1,1,484,1,0,0,Klang Valley,>10k,1,Jan-2023
C02703,Female,50,Malaysia,27,Prod 1,8724.14,1,1,0,614,1,0,3,Johor,3k-5k,0,
C02704,Female,23,Malaysia,91,Prod 1,7288.2,1,1,0,522,0,0,0,Klang Valley,3k-5k,0,
C02705,Male,57,Singapore,4,Prod 1,735.38,1,1,0,565,1,2,0,Johor,<3k,1,Mar-2023
C02706,Female,47,Indonesia,37,Prod 1,2430.11,1,1,0,765,0,1,3,Klang Valley,5k-10k,0,
C02707,Male,41,Malaysia,35,Prod 2,64546.68,2,1,1,629,0,0,2,Sabah/Sarawak,>10k,1,Apr-2023
C02708,Female,49,Malaysia,57,Prod 2,5832.5,2,0,0,671,0,0,1,Klang Valley,5k-10k,1,Sep-2023
C02709,Male,60,Malaysia,23,Prod 1,710.42,1,0,1,685,1,0,2,Johor,5k-10k,1,Mar-2023
C02710,Male,48,Malaysia,57,Prod 2,62420.88,2,0,1,756,0,0,0,Penang,5k-10k,0,
C02711,Male,43,Singapore,118,Prod 1,12152.63,1,1,0,601,0,1,2,Penang,>10k,0,
C02712,Male,36,Singapore,3,Prod 4,48077.97,4,0,0,642,1,0,4,Penang,5k-10k,0,
C02713,Female,44,Malaysia,102,Prod 1,26431.88,1,1,0,626,0,1,2,Klang Valley,5k-10k,1,Jul-2023
C02714,Female,39,Malaysia,19,Prod 1,255.92,1,0,0,549,0,0,0,Johor,>10k,0,
C02715,Male,51,Malaysia,40,Prod 1,25097.68,1,1,0,634,0,2,4,Johor,5k-10k,1,Apr-2023
C02716,Male,32,Malaysia,81,Prod 1,10946.92,1,1,1,680,0,0,8,Klang Valley,5k-10k,0,
C02717,Male,54,Singapore,107,Prod 1,20054.6,1,1,1,736,0,1,2,Johor,<3k,1,Dec-2023
C02718,Female,48,Indonesia,0,Prod 2,45456.77,2,1,1,561,1,0,9,Johor,3k-5k,0,
C02719,Female,45,Indonesia,69,Prod 2,69898.97,2,1,1,758,0,0,0,Johor,<3k,0,
C02720,Male,33,Malaysia,3,Prod 3,888.9,3,0,1,610,1,1,9,Sabah/Sarawak,5k-10k,0,
C02721,Female,41,Indonesia,49,Prod 1,5316.44,1,1,0,773,0,0,3,Klang Valley,<3k,1,Feb-2024
C02722,Male,34,Singapore,83,Prod 1,692.54,1,0,0,647,1,2,8,Klang Valley,<3k,1,Dec-2023
C02723,Female,52,Singapore,8,Prod 2,26347.29,2,1,1,677,0,0,0,Johor,<3k,1,Dec-2023
C02724,Female,18,Malaysia,85,Prod 1,52432.65,1,1,0,611,1,1,2,Johor,3k-5k,0,
C02725,Female,40,Malaysia,19,Prod 1,2862.46,1,0,0,806,1,0,9,Klang Valley,5k-10k,0,
C02726,Female,51,Malaysia,62,Prod 1,18187.51,1,1,0,560,1,0,1,Johor,>10k,0,
C02727,Female,31,Malaysia,69,Prod 2,41862.52,2,1,1,752,1,0,4,Klang Valley,3k-5k,0,
C02728,Female,41,Malaysia,67,Prod 2,51403.57,2,0,1,539,0,0,0,Penang,5k-10k,0,
C02729,Female,25,Malaysia,0,Prod 4,207195.73,4,0,1,582,0,0,6,Penang,5k-10k,0,
C02730,Male,36,Malaysia,7,Prod 2,82287.63,2,0,1,819,1,0,0,Sabah/Sarawak,3k-5k,0,
C02731,Male,29,Singapore,99,Prod 2,35787.47,2,0,1,713,1,1,0,Klang Valley,>10k,0,
C02732,Male,50,Malaysia,111,Prod 4,5120.88,4,0,1,676,1,2,2,Klang Valley,5k-10k,0,
C02733,Female,74,Malaysia,55,Prod 1,36706.13,1,0,0,670,1,0,0,Johor,5k-10k,1,May-2023
C02734,Male,54,Indonesia,60,Prod 2,11969.51,2,1,1,761,0,1,5,Klang Valley,>10k,0,
C02735,Male,50,Indonesia,84,Prod 1,6431.61,1,1,0,686,0,0,6,Sabah/Sarawak,5k-10k,1,Mar-2023
C02736,Male,69,Singapore,31,Prod 1,23523.97,1,1,0,653,0,0,2,Klang Valley,3k-5k,1,Feb-2024
C02737,Male,58,Indonesia,21,Prod 3,25481.8,3,1,0,696,0,0,0,Penang,<3k,1,Jul-2023
C02738,Female,42,Singapore,85,Prod 3,179754.63,3,1,1,630,0,1,1,Penang,3k-5k,0,
C02739,Female,54,Indonesia,1,Prod 1,23488.5,1,1,0,610,0,1,0,Klang Valley,3k-5k,1,Jan-2023
C02740,Female,49,Malaysia,103,Prod 1,1087.46,1,0,1,578,0,0,7,Klang Valley,3k-5k,0,
C02741,Female,23,Malaysia,36,Prod 2,12615.94,2,1,0,544,0,2,0,Johor,3k-5k,0,
C02742,Female,36,Malaysia,46,Prod 1,8880.84,1,1,0,696,1,0,9,Johor,>10k,0,
C02743,Male,40,Malaysia,65,Prod 3,45334.79,3,0,0,633,1,0,0,Klang Valley,3k-5k,0,
C02744,Male,38,Malaysia,15,Prod 2,843.39,2,1,0,487,1,0,1,Johor,>10k,0,
C02745,Female,55,Singapore,60,Prod 1,237043.65,1,1,0,610,1,0,0,Sabah/Sarawak,3k-5k,1,Jan-2024
C02746,Male,45,Singapore,74,Prod 2,1856.94,2,1,0,679,0,0,8,Sabah/Sarawak,<3k,1,Aug-2023
C02747,Male,27,Singapore,5,Prod 2,123604.73,2,0,0,580,0,0,2,Johor,5k-10k,1,Sep-2023
C02748,Female,33,Malaysia,48,Prod 1,26298.78,1,1,0,678,1,0,0,Penang,5k-10k,0,
C02749,Male,45,Indonesia,21,Prod 1,162391.69,1,1,1,426,0,0,6,Johor,5k-10k,0,
C02750,Male,28,Singapore,54,Prod 3,6281.64,3,1,1,805,0,0,0,Penang,>10k,0,
C02751,Male,31,Malaysia,1,Prod 1,28085.66,1,0,0,677,1,0,0,Johor,5k-10k,1,Dec-2023
C02752,Male,26,Singapore,82,Prod 1,13938.8,1,1,1,457,1,0,4,Sabah/Sarawak,5k-10k,0,
C02753,Male,28,Malaysia,8,Prod 2,137554.56,2,1,1,307,1,1,0,Penang,3k-5k,0,
C02754,Male,26,Malaysia,74,Prod 1,11420.1,1,1,0,674,0,0,8,Johor,3k-5k,1,Apr-2023
C02755,Female,60,Indonesia,86,Prod 1,7198.63,1,1,0,555,1,1,0,Johor,3k-5k,1,Jan-2024
C02756,Female,48,Malaysia,83,Prod 1,39206.93,1,1,1,680,0,0,0,Johor,>10k,0,
C02757,Male,48,Malaysia,93,Prod 1,9892.63,1,1,0,734,0,0,2,Klang Valley,5k-10k,0,
C02758,Female,48,Indonesia,18,Prod 1,31552.02,1,1,0,572,1,1,8,Sabah/Sarawak,5k-10k,0,
C02759,Male,36,Singapore,116,Prod 1,4052.99,1,1,0,723,0,0,1,Johor,3k-5k,1,Jun-2023
C02760,Male,50,Malaysia,1,Prod 3,23669.73,3,0,0,739,0,1,2,Johor,5k-10k,0,
C02761,Male,58,Malaysia,42,Prod 3,21435.07,3,1,1,694,1,0,0,Klang Valley,3k-5k,0,
C02762,Female,51,Malaysia,15,Prod 1,83748.46,1,1,1,782,0,0,0,Penang,5k-10k,1,Nov-2023
C02763,Male,32,Singapore,81,Prod 1,1451.25,1,1,0,558,1,0,6,Johor,5k-10k,0,
C02764,Female,27,Malaysia,91,Prod 1,135279.3,1,1,0,513,1,1,0,Johor,<3k,0,
C02765,Female,47,Malaysia,94,Prod 1,21914.83,1,1,1,485,0,0,4,Johor,5k-10k,0,
C02766,Male,66,Indonesia,17,Prod 2,38050.36,2,0,0,656,0,0,0,Sabah/Sarawak,>10k,0,
C02767,Female,60,Singapore,15,Prod 2,50.02,2,1,1,694,1,0,1,Sabah/Sarawak,3k-5k,0,
C02768,Female,42,Malaysia,72,Prod 1,215206.97,1,1,0,713,1,0,3,Johor,5k-10k,0,
C02769,Male,81,Singapore,110,Prod 1,5422.93,1,0,1,644,1,1,0,Klang Valley,5k-10k,0,
C02770,Male,47,Singapore,13,Prod 2,181579.66,2,0,0,681,1,0,1,Klang Valley,<3k,0,
C02771,Female,50,Malaysia,107,Prod 1,11504.07,1,1,1,682,1,0,1,Klang Valley,<3k,0,
C02772,Female,36,Malaysia,59,Prod 1,45266.3,1,1,0,693,0,1,0,Klang Valley,5k-10k,0,
C02773,Male,57,Indonesia,81,Prod 2,41271.44,2,1,0,701,1,2,1,Johor,3k-5k,0,
C02774,Male,27,Malaysia,36,Prod 1,70366.5,1,1,0,740,1,3,3,Klang Valley,3k-5k,0,
C02775,Male,40,Singapore,91,Prod 1,46855.63,1,1,0,525,1,3,5,Klang Valley,5k-10k,0,
C02776,Male,73,Malaysia,116,Prod 1,6953.9,1,0,0,576,1,1,1,Klang Valley,5k-10k,1,Apr-2023
C02777,Male,48,Malaysia,8,Prod 1,29407.39,1,1,1,698,0,0,3,Penang,3k-5k,1,Jan-2023
C02778,Female,44,Malaysia,28,Prod 1,38125.93,1,1,0,484,1,0,0,Johor,<3k,1,Jan-2023
C02779,Female,26,Malaysia,100,Prod 3,220114.72,3,0,0,636,0,0,3,Klang Valley,5k-10k,0,
C02780,Male,45,Malaysia,8,Prod 1,4889.84,1,0,1,752,1,0,2,Klang Valley,>10k,0,
C02781,Female,49,Malaysia,32,Prod 1,140639.1,1,1,0,801,0,1,3,Penang,>10k,1,Apr-2023
C02782,Female,39,Indonesia,8,Prod 1,7202.4,1,1,0,714,1,1,4,Sabah/Sarawak,5k-10k,1,Jun-2023
C02783,Male,60,Indonesia,67,Prod 1,8085.0,1,1,0,689,1,0,5,Klang Valley,5k-10k,0,
C02784,Male,60,Singapore,11,Prod 3,196474.06,3,1,0,744,0,0,0,Johor,5k-10k,0,
C02785,Male,47,Indonesia,27,Prod 1,238.52,1,1,0,691,1,0,0,Klang Valley,3k-5k,0,
C02786,Female,26,Malaysia,44,Prod 2,309.1,2,0,0,714,1,1,4,Penang,5k-10k,0,
C02787,Male,50,Indonesia,17,Prod 2,153881.61,2,1,1,838,0,0,3,Johor,3k-5k,1,Jun-2023
C02788,Female,50,Malaysia,72,Prod 1,6954.45,1,0,1,655,0,0,1,Klang Valley,5k-10k,0,
C02789,Male,22,Indonesia,5,Prod 2,51725.68,2,1,1,626,0,0,4,Klang Valley,>10k,1,Jan-2023
C02790,Male,34,Indonesia,102,Prod 1,21564.32,1,1,0,782,0,0,2,Johor,3k-5k,0,
C02791,Male,44,Singapore,42,Prod 1,3135.97,1,1,1,637,1,0,2,Klang Valley,3k-5k,0,
C02792,Male,51,Indonesia,56,Prod 1,232903.44,1,0,0,698,1,3,3,Johor,5k-10k,1,Oct-2023
C02793,Female,40,Singapore,63,Prod 1,10644.2,1,0,1,727,0,0,6,Johor,5k-10k,0,
C02794,Female,59,Malaysia,3,Prod 1,170112.37,1,1,1,536,1,1,0,Johor,>10k,1,Jan-2024
C02795,Male,41,Malaysia,84,Prod 2,40918.27,2,0,0,647,1,2,10,Johor,3k-5k,0,
C02796,Female,65,Singapore,112,Prod 2,14857.05,2,1,0,598,1,0,1,Johor,5k-10k,0,
C02797,Female,57,Malaysia,48,Prod 1,3269.97,1,1,0,611,1,0,2,Johor,>10k,1,May-2023
C02798,Male,40,Singapore,29,Prod 2,832.98,2,0,1,734,0,3,6,Penang,3k-5k,1,Mar-2023
C02799,Female,31,Indonesia,88,Prod 1,945.98,1,1,0,534,1,0,2,Johor,5k-10k,0,
C02800,Male,55,Malaysia,78,Prod 4,8718.85,4,0,0,622,1,1,0,Sabah/Sarawak,5k-10k,0,
C02801,Female,24,Singapore,68,Prod 3,6946.95,3,1,0,676,1,0,10,Johor,5k-10k,0,
C02802,Male,44,Indonesia,115,Prod 1,1606.45,1,1,1,641,0,0,6,Klang Valley,5k-10k,1,Jan-2023
C02803,Female,23,Indonesia,57,Prod 2,42314.93,2,0,0,685,1,0,0,Penang,3k-5k,0,
C02804,Male,34,Indonesia,13,Prod 3,8061.42,3,1,0,706,1,0,3,Penang,3k-5k,0,
C02805,Female,45,Singapore,1,Prod 1,39180.38,1,1,0,715,1,0,0,Penang,3k-5k,0,
C02806,Female,41,Indonesia,38,Prod 1,47194.95,1,0,0,759,0,0,3,Johor,3k-5k,0,
C02807,Male,42,Singapore,68,Prod 1,1991.28,1,0,0,850,0,0,0,Klang Valley,>10k,1,Jan-2024
C02808,Male,36,Malaysia,8,Prod 1,90639.89,1,1,0,741,1,1,5,Klang Valley,3k-5k,0,
C02809,Male,55,Malaysia,1,Prod 3,126.13,3,0,0,645,1,0,4,Penang,5k-10k,0,
C02810,Female,60,Singapore,107,Prod 3,80030.67,3,0,1,695,1,0,0,Klang Valley,<3k,0,
C02811,Male,43,Malaysia,18,Prod 3,43068.36,3,1,0,617,1,0,1,Klang Valley,5k-10k,1,Aug-2023
C02812,Female,38,Singapore,40,Prod 1,3924.58,1,1,0,760,0,1,2,Johor,5k-10k,0,
C02813,Male,35,Singapore,4,Prod 1,79552.04,1,1,0,678,0,2,4,Johor,3k-5k,1,Jul-2023
C02814,Male,25,Malaysia,27,Prod 1,9045.94,1,1,0,810,0,1,1,Sabah/Sarawak,5k-10k,1,Jun-2023
C02815,Male,42,Singapore,33,Prod 3,121683.69,3,0,1,616,0,0,0,Johor,<3k,0,
C02816,Male,40,Singapore,106,Prod 2,7745.42,2,1,0,622,1,0,0,Johor,>10k,1,Sep-2023
C02817,Female,20,Malaysia,100,Prod 4,5181.66,4,1,0,629,1,0,2,Sabah/Sarawak,>10k,0,
C02818,Female,65,Malaysia,9,Prod 3,6979.82,3,1,1,599,1,0,1,Sabah/Sarawak,3k-5k,0,
C02819,Male,41,Malaysia,53,Prod 1,8633.62,1,1,0,705,1,0,9,Klang Valley,5k-10k,0,
C02820,Male,32,Malaysia,80,Prod 1,31461.05,1,1,1,675,1,0,1,Klang Valley,5k-10k,0,
C02821,Male,27,Indonesia,17,Prod 1,88429.01,1,1,1,684,1,0,6,Penang,<3k,0,
C02822,Female,41,Malaysia,29,Prod 2,50625.76,2,1,1,451,1,0,0,Klang Valley,<3k,0,
C02823,Male,41,Singapore,118,Prod 3,28638.48,3,1,0,551,1,1,1,Sabah/Sarawak,5k-10k,0,
C02824,Female,19,Malaysia,84,Prod 1,51914.19,1,1,1,642,0,0,1,Johor,>10k,0,
C02825,Female,56,Malaysia,36,Prod 3,56775.8,3,1,1,661,1,0,7,Klang Valley,<3k,0,
C02826,Male,50,Indonesia,50,Prod 1,39061.51,1,1,1,810,0,0,0,Klang Valley,3k-5k,0,
C02827,Female,60,Singapore,64,Prod 1,2501.06,1,1,0,554,0,0,2,Johor,>10k,1,Feb-2024
C02828,Male,55,Malaysia,45,Prod 2,16689.68,2,1,1,537,1,0,3,Johor,3k-5k,1,Dec-2023
C02829,Male,41,Malaysia,32,Prod 1,20501.55,1,1,1,544,1,0,4,Penang,3k-5k,0,
C02830,Male,34,Malaysia,24,Prod 1,67.11,1,1,0,660,1,1,9,Johor,3k-5k,0,
C02831,Male,60,Malaysia,8,Prod 2,5907.77,2,1,0,722,1,0,9,Klang Valley,>10k,1,Nov-2023
C02832,Male,43,Singapore,117,Prod 2,8645.59,2,1,1,594,1,0,2,Klang Valley,3k-5k,1,Aug-2023
C02833,Male,43,Malaysia,4,Prod 1,659.49,1,1,1,665,0,0,4,Johor,3k-5k,1,Nov-2023
C02834,Male,55,Malaysia,60,Prod 1,890.37,1,1,0,531,0,0,0,Klang Valley,3k-5k,1,Nov-2023
C02835,Male,30,Malaysia,114,Prod 1,143.03,1,0,0,522,1,2,6,Sabah/Sarawak,3k-5k,0,
C02836,Female,47,Indonesia,26,Prod 1,1906.32,1,1,1,604,1,1,1,Klang Valley,3k-5k,0,
C02837,Female,47,Indonesia,13,Prod 1,119857.21,1,1,0,735,0,3,2,Penang,3k-5k,1,Feb-2024
C02838,Male,72,Malaysia,114,Prod 1,59.83,1,1,0,580,1,0,7,Sabah/Sarawak,5k-10k,0,
C02839,Male,40,Singapore,91,Prod 1,82494.15,1,0,0,631,0,2,0,Klang Valley,3k-5k,1,Jan-2024
C02840,Male,23,Malaysia,68,Prod 1,85247.44,1,0,0,556,0,0,6,Klang Valley,5k-10k,0,
C02841,Female,24,Malaysia,62,Prod 2,215271.44,2,1,0,542,1,0,0,Klang Valley,5k-10k,0,
C02842,Female,48,Singapore,24,Prod 2,3608.77,2,0,1,695,0,0,1,Johor,>10k,1,Oct-2023
C02843,Male,80,Indonesia,66,Prod 1,3815.1,1,1,0,592,0,0,3,Penang,5k-10k,1,Jan-2023
C02844,Male,43,Indonesia,79,Prod 1,4538.86,1,1,0,510,0,0,4,Klang Valley,5k-10k,1,Dec-2023
C02845,Male,37,Singapore,1,Prod 1,3674.96,1,0,0,505,1,0,4,Johor,5k-10k,1,Oct-2023
C02846,Male,30,Malaysia,5,Prod 1,9276.72,1,1,1,750,1,0,7,Klang Valley,3k-5k,0,
C02847,Female,19,Singapore,19,Prod 3,42904.31,3,0,1,483,0,1,0,Klang Valley,<3k,0,
C02848,Female,57,Malaysia,20,Prod 1,33941.84,1,0,0,762,1,0,5,Penang,>10k,0,
C02849,Male,48,Singapore,105,Prod 1,12.76,1,1,0,714,1,0,10,Johor,<3k,1,Sep-2023
C02850,Male,29,Malaysia,73,Prod 1,1532.67,1,1,0,606,1,0,0,Johor,3k-5k,0,
C02851,Male,55,Singapore,26,Prod 1,6562.55,1,0,1,722,0,0,0,Penang,5k-10k,1,May-2023
C02852,Male,32,Malaysia,92,Prod 1,34491.84,1,1,0,629,0,0,7,Sabah/Sarawak,5k-10k,1,Mar-2023
C02853,Female,74,Malaysia,20,Prod 2,13251.92,2,1,0,691,1,1,0,Sabah/Sarawak,>10k,0,
C02854,Male,48,Indonesia,119,Prod 1,1370.27,1,1,1,462,1,2,8,Klang Valley,3k-5k,0,
C02855,Male,36,Malaysia,88,Prod 1,66179.2,1,0,0,664,1,0,2,Klang Valley,3k-5k,0,
C02856,Male,73,Singapore,92,Prod 2,34967.15,2,1,0,613,1,1,2,Penang,3k-5k,0,
C02857,Female,54,Malaysia,14,Prod 2,192265.09,2,1,0,600,1,0,0,Penang,>10k,0,
C02858,Female,79,Malaysia,7,Prod 1,9123.35,1,0,0,739,1,0,0,Klang Valley,<3k,0,
C02859,Male,53,Malaysia,28,Prod 1,8115.94,1,1,1,850,1,0,6,Klang Valley,3k-5k,0,
C02860,Male,78,Malaysia,21,Prod 2,26603.47,2,0,1,779,1,0,4,Johor,<3k,0,
C02861,Male,34,Indonesia,86,Prod 1,19145.43,1,1,0,766,0,0,0,Klang Valley,5k-10k,0,
C02862,Female,59,Malaysia,8,Prod 1,49170.69,1,1,1,567,0,0,0,Klang Valley,3k-5k,1,Jan-2024
C02863,Male,18,Indonesia,49,Prod 1,49916.67,1,1,0,716,1,1,7,Johor,<3k,1,Sep-2023
C02864,Male,53,Singapore,64,Prod 1,2086.35,1,0,1,611,1,0,5,Klang Valley,3k-5k,1,Feb-2024
C02865,Male,43,Malaysia,28,Prod 1,156411.96,1,0,0,602,0,0,0,Johor,5k-10k,0,
C02866,Female,19,Singapore,10,Prod 2,51476.43,2,1,0,850,1,0,2,Klang Valley,5k-10k,0,
C02867,Male,60,Singapore,105,Prod 2,10133.57,2,0,0,449,1,0,9,Klang Valley,<3k,1,May-2023
C02868,Male,33,Singapore,6,Prod 1,39462.65,1,1,1,698,0,0,2,Penang,5k-10k,0,
C02869,Female,48,Malaysia,18,Prod 1,35105.78,1,1,1,691,1,0,0,Klang Valley,<3k,0,
C02870,Female,69,Malaysia,84,Prod 1,6703.98,1,1,0,733,0,0,2,Klang Valley,5k-10k,1,Sep-2023
C02871,Female,37,Indonesia,61,Prod 2,74832.66,2,1,1,731,1,0,0,Klang Valley,3k-5k,0,
C02872,Female,50,Indonesia,80,Prod 2,43535.63,2,1,1,701,1,1,2,Klang Valley,3k-5k,0,
C02873,Male,72,Indonesia,92,Prod 1,6410.18,1,1,0,691,0,0,4,Klang Valley,<3k,0,
